--- ==================================================================================================
--- Cuts                          Classifier   (  #signal, #backgr.)  Optimal-cut  S/sqrt(S+B)      NSig      NBkg   EffSig   EffBkg
--- smallTheta_comPhi       BDTG:  (        6,    12000)      -0.4786    0.0550407  5.940071  11641.12     0.99   0.9701
--- smallTheta_bigTheta       BDTG:  (        6,    12000)      -0.4505    0.0569299  5.627667  9766.198   0.9379   0.8138
--- GEta_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.2794    0.0593238     4.895  6803.545   0.8158    0.567
--- l1Eta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.5025    0.0572988  5.589157  9509.262   0.9315   0.7924
--- comPhi_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.4999    0.0548546   5.82049  11253.01   0.9701   0.9378
--- bigTheta_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.3812    0.0568979  5.447054  9159.526   0.9078   0.7633
--- smallTheta_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.5114    0.0553397  5.821507  11060.34   0.9703   0.9217
--- GEta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.3771    0.0590008  5.140353  7585.344   0.8567   0.6321
--- GEta_comPhi_l2Eta       BDTG:  (        6,    12000)      -0.4575    0.0556195  5.544186  9930.688    0.924   0.8276
--- GEta_bigTheta_l2Eta       BDTG:  (        6,    12000)      -0.4258    0.0584642  5.309965  8243.723    0.885    0.687
--- smallTheta_l2Eta_GEta       BDTG:  (        6,    12000)      -0.4121    0.0562248  5.382454  9159.043   0.8971   0.7633
--- comPhi_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.5021    0.0568002  5.653299  9900.463   0.9422    0.825
--- bigTheta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.3473    0.0607816  5.093477  7017.288   0.8489   0.5848
--- smallTheta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.4636    0.0568332  5.548263  9524.836   0.9247   0.7937
--- bigTheta_comPhi_l2Eta       BDTG:  (        6,    12000)      -0.4155    0.0567667  5.627599  9822.229   0.9379   0.8185
--- smallTheta_comPhi_l2Eta       BDTG:  (        6,    12000)      -0.5743    0.0549017  5.977385  11847.66   0.9962   0.9873
--- smallTheta_bigTheta_l2Eta       BDTG:  (        6,    12000)      -0.4885    0.0568493   5.73011  10153.86    0.955   0.8462
--- GEta_l1Eta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.3443    0.0593971  4.993315  7062.211   0.8322   0.5885
--- GEta_comPhi_l1Eta       BDTG:  (        6,    12000)      -0.4977    0.0566617   5.61804  9825.236   0.9363   0.8188
--- GEta_bigTheta_l1Eta       BDTG:  (        6,    12000)      -0.2574    0.0585811   4.58047  6109.124   0.7634   0.5091
--- smallTheta_l1Eta_GEta       BDTG:  (        6,    12000)      -0.4127    0.0566683  5.294689  8724.415   0.8824    0.727
--- comPhi_threeBodyPtOM_l1Eta       BDTG:  (        6,    12000)      -0.4151    0.0570309  5.284272  8579.893   0.8807    0.715
--- bigTheta_threeBodyPtOM_l1Eta       BDTG:  (        6,    12000)      -0.2359    0.0601504  4.456678  5485.197   0.7428   0.4571
--- smallTheta_l1Eta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.4888    0.0569429  5.520067   9391.92     0.92   0.7827
--- bigTheta_comPhi_l1Eta       BDTG:  (        6,    12000)      -0.3849    0.0567503  5.417893  9108.897    0.903   0.7591
--- smallTheta_comPhi_l1Eta       BDTG:  (        6,    12000)      -0.6469    0.0549014   5.98529  11879.12   0.9975   0.9899
--- smallTheta_bigTheta_l1Eta       BDTG:  (        6,    12000)      -0.5058    0.0566649  5.685907  10062.97   0.9477   0.8386
--- GEta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.4784    0.0568186  5.488503  9325.483   0.9148   0.7771
--- GEta_bigTheta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.1042    0.0627358  3.687971  3452.073   0.6147   0.2877
--- smallTheta_threeBodyPtOM_GEta       BDTG:  (        6,    12000)      -0.4476     0.056672  5.371558  8978.487   0.8953   0.7482
--- GEta_bigTheta_comPhi       BDTG:  (        6,    12000)      -0.4241    0.0571682  5.247367  8419.821   0.8746   0.7017
--- smallTheta_comPhi_GEta       BDTG:  (        6,    12000)      -0.7302    0.0548676  5.995918  11936.07   0.9993   0.9947
--- smallTheta_bigTheta_GEta       BDTG:  (        6,    12000)      -0.4646     0.057305  5.388953  8838.093   0.8982   0.7365
--- bigTheta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.3986    0.0602471  5.237455  7552.104   0.8729   0.6293
--- smallTheta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.4993    0.0568645  5.660818  9904.386   0.9435   0.8254
--- smallTheta_bigTheta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.3110    0.0611031  4.891478  6403.565   0.8152   0.5336
--- smallTheta_bigTheta_comPhi       BDTG:  (        6,    12000)      -0.4613    0.0571428  5.664245  9819.968    0.944   0.8183
--- GEta_l1Eta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.3254    0.0624602  5.057936  6552.464    0.843    0.546
--- GEta_comPhi_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.3377    0.0583942  5.163744  7814.542   0.8606   0.6512
--- GEta_bigTheta_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.3261    0.0604256  5.034153  6935.786    0.839    0.578
--- smallTheta_l1Eta_l2Eta_GEta       BDTG:  (        6,    12000)      -0.3384    0.0590754  5.145387  7581.028   0.8576   0.6318
--- comPhi_threeBodyPtOM_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.5444    0.0570924  5.681643  9897.872   0.9469   0.8248
--- bigTheta_threeBodyPtOM_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.3939     0.060767  5.212405  7352.473   0.8687   0.6127
--- smallTheta_l1Eta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.4708    0.0572367  5.453692  9073.436   0.9089   0.7561
--- bigTheta_comPhi_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.3812    0.0569309  5.407245  9015.631   0.9012   0.7513
--- smallTheta_comPhi_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.6284    0.0550574  5.968264  11744.76   0.9947   0.9787
--- smallTheta_bigTheta_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.5357     0.056676  5.750172  10287.77   0.9584   0.8573
--- GEta_comPhi_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.3852    0.0582232  5.166157  7867.875    0.861   0.6557
--- GEta_bigTheta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.1654    0.0633774  4.148258  4279.988   0.6914   0.3567
--- smallTheta_l2Eta_threeBodyPtOM_GEta       BDTG:  (        6,    12000)      -0.2673    0.0590237  4.614851  6108.509   0.7691    0.509
--- GEta_bigTheta_comPhi_l2Eta       BDTG:  (        6,    12000)      -0.3717    0.0583585  5.097781  7625.426   0.8496   0.6355
--- smallTheta_comPhi_l2Eta_GEta       BDTG:  (        6,    12000)      -0.4128    0.0558445  5.421927  9420.985   0.9037   0.7851
--- smallTheta_bigTheta_l2Eta_GEta       BDTG:  (        6,    12000)      -0.3121    0.0591865  4.881201   6796.68   0.8135   0.5664
--- bigTheta_l2Eta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.3485    0.0606049   5.05234  6944.694   0.8421   0.5787
--- smallTheta_comPhi_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.5123    0.0569612  5.673639   9915.55   0.9456   0.8263
--- smallTheta_bigTheta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.2581    0.0610922  4.666743  5830.534   0.7778   0.4859
--- smallTheta_bigTheta_comPhi_l2Eta       BDTG:  (        6,    12000)      -0.4210    0.0570819  5.581861  9556.699   0.9303   0.7964
--- GEta_comPhi_threeBodyPtOM_l1Eta       BDTG:  (        6,    12000)      -0.3384    0.0596352  4.982104  6974.464   0.8304   0.5812
--- GEta_bigTheta_threeBodyPtOM_l1Eta       BDTG:  (        6,    12000)       0.0112    0.0638562  3.031049  2250.066   0.5052   0.1875
--- smallTheta_l1Eta_threeBodyPtOM_GEta       BDTG:  (        6,    12000)      -0.2948    0.0601161    4.7563  6255.001   0.7927   0.5213
--- GEta_bigTheta_comPhi_l1Eta       BDTG:  (        6,    12000)      -0.2097    0.0587292  4.307555  5375.343   0.7179   0.4479
--- smallTheta_comPhi_l1Eta_GEta       BDTG:  (        6,    12000)      -0.4597    0.0565605  5.500884  9453.351   0.9168   0.7878
--- smallTheta_bigTheta_l1Eta_GEta       BDTG:  (        6,    12000)      -0.4102    0.0590449  5.262666  7938.884   0.8771   0.6616
--- bigTheta_comPhi_l1Eta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.2927    0.0604123  4.762614  6210.227   0.7938   0.5175
--- smallTheta_comPhi_threeBodyPtOM_l1Eta       BDTG:  (        6,    12000)      -0.4645    0.0570425  5.421798  9028.765   0.9036   0.7524
--- smallTheta_bigTheta_threeBodyPtOM_l1Eta       BDTG:  (        6,    12000)      -0.2396    0.0610432  4.497486  5423.825   0.7496    0.452
--- smallTheta_bigTheta_comPhi_l1Eta       BDTG:  (        6,    12000)      -0.4381    0.0568996  5.520795  9408.723   0.9201   0.7841
--- GEta_bigTheta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.0063    0.0618568  3.046277  2422.241   0.5077   0.2019
--- smallTheta_comPhi_threeBodyPtOM_GEta       BDTG:  (        6,    12000)      -0.4975    0.0567693  5.507014  9404.845   0.9178   0.7837
--- smallTheta_bigTheta_threeBodyPtOM_GEta       BDTG:  (        6,    12000)      -0.2133    0.0631762  4.338932  4712.577   0.7232   0.3927
--- smallTheta_bigTheta_comPhi_GEta       BDTG:  (        6,    12000)      -0.3063    0.0573564  4.685141  6667.716   0.7809   0.5556
--- smallTheta_bigTheta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.4217    0.0602881  5.298492  7718.688   0.8831   0.6432
--- GEta_comPhi_threeBodyPtOM_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.2815    0.0622357  4.846722  6059.965   0.8078    0.505
--- GEta_bigTheta_threeBodyPtOM_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.0995    0.0651584  3.885957  3552.876   0.6477   0.2961
--- smallTheta_l1Eta_l2Eta_threeBodyPtOM_GEta       BDTG:  (        6,    12000)      -0.2645    0.0620519  4.700369  5733.205   0.7834   0.4778
--- GEta_bigTheta_comPhi_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.2611    0.0600569   4.68449   6079.44   0.7807   0.5066
--- smallTheta_comPhi_l2Eta_l1Eta_GEta       BDTG:  (        6,    12000)      -0.3350     0.058557  5.166905  7780.637   0.8612   0.6484
--- smallTheta_bigTheta_l2Eta_l1Eta_GEta       BDTG:  (        6,    12000)      -0.2928    0.0606317  4.875639  6461.546   0.8126   0.5385
--- bigTheta_l2Eta_comPhi_l1Eta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.3125    0.0610331  4.843037  6291.732   0.8072   0.5243
--- smallTheta_comPhi_threeBodyPtOM_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.5328    0.0571108  5.643943  9760.637   0.9407   0.8134
--- smallTheta_bigTheta_threeBodyPtOM_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.2247    0.0611475  4.421949  5225.194    0.737   0.4354
--- smallTheta_bigTheta_comPhi_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.3555    0.0571171  5.255308  8460.458   0.8759    0.705
--- GEta_bigTheta_l2Eta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.2391    0.0624273  4.505385  5204.013   0.7509   0.4337
--- smallTheta_comPhi_l2Eta_threeBodyPtOM_GEta       BDTG:  (        6,    12000)      -0.4134    0.0582746  5.292573  8243.216   0.8821   0.6869
--- smallTheta_bigTheta_l2Eta_threeBodyPtOM_GEta       BDTG:  (        6,    12000)      -0.2234    0.0640243  4.461951  4852.448   0.7437   0.4044
--- smallTheta_bigTheta_l2Eta_comPhi_GEta       BDTG:  (        6,    12000)      -0.3394    0.0587869  4.981383  7175.252   0.8302   0.5979
--- smallTheta_bigTheta_l2Eta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.3618    0.0608382  5.137517  7125.923   0.8563   0.5938
--- GEta_bigTheta_comPhi_l1Eta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.1476    0.0625423  4.031892  4151.913    0.672    0.346
--- smallTheta_comPhi_threeBodyPtOM_l1Eta_GEta       BDTG:  (        6,    12000)      -0.3080    0.0594908  4.808905  6529.404   0.8015   0.5441
--- smallTheta_bigTheta_threeBodyPtOM_l1Eta_GEta       BDTG:  (        6,    12000)      -0.1536    0.0644288  4.126313  4097.574   0.6877   0.3415
--- smallTheta_bigTheta_comPhi_l1Eta_GEta       BDTG:  (        6,    12000)      -0.3827    0.0586929  5.154583  7707.724   0.8591   0.6423
--- smallTheta_bigTheta_comPhi_l1Eta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.3818    0.0610746  5.158151  7127.764   0.8597    0.594
--- smallTheta_bigTheta_GEta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.2772    0.0621252  4.655765  5611.596    0.776   0.4676
--- comPhi_threeBodyPtOM_l2Eta_GEta_bigTheta_l1Eta       BDTG:  (        6,    12000)      -0.0489    0.0636125  3.516667  3052.653   0.5861   0.2544
--- comPhi_threeBodyPtOM_l2Eta_GEta_l1Eta_smallTheta       BDTG:  (        6,    12000)      -0.3021     0.060925  4.851233  6335.501   0.8085    0.528
--- threeBodyPtOM_l2Eta_GEta_bigTheta_smallTheta_l1Eta       BDTG:  (        6,    12000)      -0.1045     0.065566  3.942566  3611.824   0.6571    0.301
--- comPhi_l2Eta_GEta_bigTheta_smallTheta_l1Eta       BDTG:  (        6,    12000)      -0.2313    0.0601971  4.554794  5720.584   0.7591   0.4767
--- comPhi_threeBodyPtOM_l2Eta_bigTheta_smallTheta_l1Eta       BDTG:  (        6,    12000)      -0.3636    0.0610185  5.088954   6950.49   0.8482   0.5792
--- comPhi_threeBodyPtOM_l2Eta_GEta_bigTheta_smallTheta       BDTG:  (        6,    12000)      -0.2070    0.0634251  4.359666  4720.455   0.7266   0.3934
--- comPhi_threeBodyPtOM_GEta_bigTheta_smallTheta_l1Eta       BDTG:  (        6,    12000)       0.0136    0.0635124  3.103657  2384.875   0.5173   0.1987
--- comPhi_threeBodyPtOM_l2Eta_GEta_bigTheta_smallTheta_l1Eta       BDTG:  (        6,    12000)      -0.0480    0.0645607  3.541131  3004.938   0.5902   0.2504
