--- ==================================================================================================
--- Cuts                          Classifier   (  #signal, #backgr.)  Optimal-cut  S/sqrt(S+B)      NSig      NBkg   EffSig   EffBkg
--- bigTheta_l2Eta       BDTG:  (        6,    12000)      -0.4980    0.0558212  5.832877  10912.78   0.9721   0.9094
--- smallTheta_bigTheta_l2Eta       BDTG:  (        6,    12000)      -0.5596    0.0558624  5.842674  10933.32   0.9738   0.9111
--- smallTheta_bigTheta       BDTG:  (        6,    12000)      -0.5151    0.0559466  5.830671  10855.68   0.9718   0.9046
--- smallTheta_bigTheta_comPhi_l2Eta       BDTG:  (        6,    12000)      -0.5283    0.0560001  5.807585  10749.28   0.9679   0.8958
--- bigTheta_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.5443    0.0560084  5.896781   11078.8   0.9828   0.9232
--- bigTheta_comPhi_l2Eta       BDTG:  (        6,    12000)      -0.4676    0.0560389  5.803441  10719.06   0.9672   0.8933
--- bigTheta_comPhi_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.5388    0.0560553  5.889389  11032.55   0.9816   0.9194
--- bigTheta_comPhi       BDTG:  (        6,    12000)      -0.4917    0.0560809  5.859011  10909.01   0.9765   0.9091
--- bigTheta_l1Eta       BDTG:  (        6,    12000)      -0.5597    0.0560809  5.903597   11075.7   0.9839    0.923
--- GEta_bigTheta       BDTG:  (        6,    12000)      -0.5135    0.0561515  5.676273   10213.2    0.946   0.8511
--- smallTheta_bigTheta_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.5161    0.0561602  5.816415  10720.57   0.9694   0.8934
--- bigTheta_comPhi_l1Eta       BDTG:  (        6,    12000)      -0.5102    0.0561609  5.855751  10865.83    0.976   0.9055
--- smallTheta_bigTheta_comPhi       BDTG:  (        6,    12000)      -0.4838    0.0561643  5.776406     10572   0.9627    0.881
--- smallTheta_comPhi_l1Eta_GEta       BDTG:  (        6,    12000)      -0.4766    0.0561916   5.56893  9816.441   0.9282    0.818
--- smallTheta_bigTheta_comPhi_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.4439    0.0563001  5.664631  10117.72   0.9441   0.8431
--- smallTheta_bigTheta_comPhi_l1Eta       BDTG:  (        6,    12000)      -0.5522      0.05632  5.873842  10871.38    0.979   0.9059
--- smallTheta_bigTheta_l1Eta       BDTG:  (        6,    12000)      -0.5830    0.0563251  5.909353  11001.26   0.9849   0.9168
--- smallTheta_l1Eta_GEta       BDTG:  (        6,    12000)      -0.4857    0.0563364  5.608999  9907.109   0.9348   0.8256
--- GEta_bigTheta_comPhi       BDTG:  (        6,    12000)      -0.4745    0.0563365  5.591007  9843.595   0.9318   0.8203
--- smallTheta_bigTheta_GEta       BDTG:  (        6,    12000)      -0.5445    0.0566434  5.729499  10225.67   0.9549   0.8521
--- smallTheta_bigTheta_l2Eta_comPhi_GEta       BDTG:  (        6,    12000)      -0.5251    0.0568032  5.664726  9939.511   0.9441   0.8283
--- smallTheta_bigTheta_comPhi_GEta       BDTG:  (        6,    12000)      -0.5032    0.0568304  5.621616  9779.376   0.9369   0.8149
--- GEta_bigTheta_comPhi_l2Eta       BDTG:  (        6,    12000)      -0.5319    0.0568479  5.713821  10096.68   0.9523   0.8414
--- GEta_bigTheta_l2Eta       BDTG:  (        6,    12000)      -0.5681    0.0568753  5.794944   10375.5   0.9658   0.8646
--- smallTheta_bigTheta_l2Eta_GEta       BDTG:  (        6,    12000)      -0.5621    0.0569002  5.737679  10162.47   0.9563   0.8469
--- GEta_bigTheta_l1Eta       BDTG:  (        6,    12000)      -0.5339    0.0571325  5.723009  10028.46   0.9538   0.8357
--- GEta_bigTheta_comPhi_l1Eta       BDTG:  (        6,    12000)      -0.5520    0.0573283  5.764665   10105.6   0.9608   0.8421
--- smallTheta_comPhi_l2Eta_l1Eta_GEta       BDTG:  (        6,    12000)      -0.5024    0.0574427   5.71523   9893.44   0.9525   0.8245
--- GEta_comPhi_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.4725    0.0574552  5.647351  9655.534   0.9412   0.8046
--- smallTheta_l1Eta_l2Eta_GEta       BDTG:  (        6,    12000)      -0.4776    0.0576899  5.655998  9606.462   0.9427   0.8005
--- GEta_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.5061    0.0576979  5.726812  9845.869   0.9545   0.8205
--- smallTheta_bigTheta_comPhi_l1Eta_GEta       BDTG:  (        6,    12000)      -0.4852    0.0577331  5.617526  9461.991   0.9363   0.7885
--- smallTheta_bigTheta_l1Eta_GEta       BDTG:  (        6,    12000)      -0.5259     0.057762  5.715802  9786.263   0.9526   0.8155
--- GEta_bigTheta_comPhi_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.4942    0.0579883  5.669272  9552.491   0.9449    0.796
--- GEta_bigTheta_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.4397    0.0580398  5.493476  8953.172   0.9156   0.7461
--- comPhi_l2Eta_GEta_bigTheta_smallTheta_l1Eta       BDTG:  (        6,    12000)      -0.4772    0.0583158  5.638316  9342.529   0.9397   0.7785
--- smallTheta_bigTheta_l2Eta_l1Eta_GEta       BDTG:  (        6,    12000)      -0.4375    0.0585042  5.520008  8896.852     0.92   0.7414
--- comPhi_threeBodyPtOM_l1Eta       BDTG:  (        6,    12000)      -0.3406    0.0601221  5.134563  7288.412   0.8558   0.6074
--- comPhi_threeBodyPtOM_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.3431    0.0601546  5.119178  7236.943   0.8532   0.6031
--- comPhi_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.2281    0.0601634  4.721788   6154.81    0.787   0.5129
--- l1Eta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.3543    0.0602402  5.225515  7519.401   0.8709   0.6266
--- comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.3650    0.0602434  5.285111  7691.136   0.8809   0.6409
--- l1Eta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.2977    0.0602451  4.997041  6874.912   0.8328   0.5729
--- smallTheta_l1Eta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.4101    0.0603125  5.344677  7847.532   0.8908    0.654
--- smallTheta_comPhi_threeBodyPtOM_l1Eta       BDTG:  (        6,    12000)      -0.3653    0.0603637  5.157265  7294.238   0.8595   0.6079
--- threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.2892    0.0604219  5.046895  6971.803   0.8411    0.581
--- smallTheta_comPhi_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.3281    0.0605645  5.080691  7032.266   0.8468    0.586
--- smallTheta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.4002    0.0605891  5.315806  7692.176    0.886    0.641
--- smallTheta_l1Eta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.3180    0.0606443  5.006234  6809.632   0.8344   0.5675
--- smallTheta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.3168    0.0607007  5.061569  6948.109   0.8436    0.579
--- smallTheta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.3201    0.0607759  5.084388  6993.571   0.8474   0.5828
--- smallTheta_comPhi_threeBodyPtOM_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.2845    0.0607954  4.881743  6442.872   0.8136   0.5369
--- GEta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.2971    0.0609213    4.9447  6582.878   0.8241   0.5486
--- GEta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.2766    0.0609731   4.89315  6435.318   0.8155   0.5363
--- smallTheta_comPhi_threeBodyPtOM_GEta       BDTG:  (        6,    12000)      -0.3733    0.0611542  5.182444  7176.343   0.8637    0.598
--- smallTheta_threeBodyPtOM_GEta       BDTG:  (        6,    12000)      -0.2934    0.0614277  4.925036  6423.296   0.8208   0.5353
--- GEta_l1Eta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.3660    0.0616043   5.11218  6881.264    0.852   0.5734
--- GEta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.3258    0.0616216  5.012474  6611.642   0.8354    0.551
--- GEta_comPhi_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.2644    0.0616501   4.78762  6025.959   0.7979   0.5022
--- GEta_comPhi_threeBodyPtOM_l1Eta       BDTG:  (        6,    12000)      -0.2168    0.0618097  4.504272  5306.003   0.7507   0.4422
--- smallTheta_comPhi_l2Eta_threeBodyPtOM_GEta       BDTG:  (        6,    12000)      -0.2620    0.0618285  4.733015  5855.278   0.7888   0.4879
--- smallTheta_l2Eta_threeBodyPtOM_GEta       BDTG:  (        6,    12000)      -0.2377    0.0618577  4.628197  5593.418   0.7714   0.4661
--- bigTheta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.3518    0.0619685  5.196681  7027.315   0.8661   0.5856
--- bigTheta_l2Eta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.2788    0.0623548  4.923233  6228.988   0.8205   0.5191
--- bigTheta_threeBodyPtOM_l1Eta       BDTG:  (        6,    12000)      -0.3379    0.0624031   5.17061  6860.312   0.8618   0.5717
--- bigTheta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.2266    0.0625941  4.812362  5906.035   0.8021   0.4922
--- bigTheta_threeBodyPtOM_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.3316    0.0626051  5.139539  6734.374   0.8566   0.5612
--- smallTheta_l1Eta_threeBodyPtOM_GEta       BDTG:  (        6,    12000)      -0.2184    0.0626206  4.500034  5159.627     0.75     0.43
--- bigTheta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.2537    0.0626418  4.898256  6109.519   0.8164   0.5091
--- smallTheta_comPhi_threeBodyPtOM_l1Eta_GEta       BDTG:  (        6,    12000)      -0.1915    0.0626492  4.378435  4879.974   0.7297   0.4067
--- bigTheta_comPhi_l1Eta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.1774    0.0626621  4.416642  4963.506   0.7361   0.4136
--- smallTheta_bigTheta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.2774    0.0626659  4.919924  6158.962     0.82   0.5132
--- bigTheta_l2Eta_comPhi_l1Eta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.2272    0.0628587  4.692789  5568.855   0.7821   0.4641
--- smallTheta_bigTheta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.2918    0.0628643  4.988366  6291.648   0.8314   0.5243
--- smallTheta_bigTheta_threeBodyPtOM_l1Eta       BDTG:  (        6,    12000)      -0.2407    0.0628967  4.760306  5723.384   0.7934   0.4769
--- smallTheta_bigTheta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.2378    0.0629641  4.803743  5815.875   0.8006   0.4847
--- smallTheta_bigTheta_threeBodyPtOM_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.3299    0.0629915  5.089883  6523.983   0.8483   0.5437
--- smallTheta_bigTheta_l2Eta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.3137    0.0630034   5.04089  6396.526   0.8401    0.533
--- comPhi_threeBodyPtOM_l2Eta_bigTheta_smallTheta_l1Eta       BDTG:  (        6,    12000)      -0.3065     0.063103  4.962493  6179.471   0.8271    0.515
--- GEta_bigTheta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.1907     0.063347   4.40835  4838.425   0.7347   0.4032
--- GEta_bigTheta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.0627     0.063451  3.713713   3421.91    0.619   0.2852
--- smallTheta_bigTheta_comPhi_l1Eta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.2815    0.0635141  4.906536  5962.839   0.8178   0.4969
--- GEta_comPhi_threeBodyPtOM_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.1958    0.0636964  4.478401  4938.817   0.7464   0.4116
--- GEta_bigTheta_threeBodyPtOM_l1Eta       BDTG:  (        6,    12000)      -0.1100    0.0637553  3.990286  3913.212    0.665   0.3261
--- smallTheta_bigTheta_threeBodyPtOM_GEta       BDTG:  (        6,    12000)      -0.1905    0.0637641  4.419179  4798.785   0.7365   0.3999
--- smallTheta_bigTheta_GEta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.2028    0.0637768  4.453682  4872.098   0.7423    0.406
--- GEta_bigTheta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.0970    0.0637916  3.947912  3826.134    0.658   0.3188
--- GEta_l1Eta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.2939    0.0638627   4.91348  5914.577   0.8189   0.4929
--- GEta_bigTheta_comPhi_l1Eta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.1930    0.0639341  4.410827  4755.234   0.7351   0.3963
--- smallTheta_bigTheta_l2Eta_threeBodyPtOM_GEta       BDTG:  (        6,    12000)      -0.2317    0.0640438  4.594801  5142.697   0.7658   0.4286
--- comPhi_threeBodyPtOM_l2Eta_GEta_bigTheta_smallTheta       BDTG:  (        6,    12000)      -0.1067    0.0640987  4.024356  3937.773   0.6707   0.3281
--- comPhi_threeBodyPtOM_l2Eta_GEta_l1Eta_smallTheta       BDTG:  (        6,    12000)      -0.2168    0.0642094  4.567025  5054.482   0.7612   0.4212
--- smallTheta_l1Eta_l2Eta_threeBodyPtOM_GEta       BDTG:  (        6,    12000)      -0.2582    0.0642502   4.75383  5469.677   0.7923   0.4558
--- GEta_bigTheta_l2Eta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.0429    0.0646816  3.637265   3158.56   0.6062   0.2632
--- GEta_bigTheta_threeBodyPtOM_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.2105    0.0646825  4.525149  4889.792   0.7542   0.4075
--- smallTheta_bigTheta_threeBodyPtOM_l1Eta_GEta       BDTG:  (        6,    12000)      -0.1791    0.0649067   4.40233  4595.905   0.7337    0.383
--- comPhi_threeBodyPtOM_GEta_bigTheta_smallTheta_l1Eta       BDTG:  (        6,    12000)      -0.1657     0.064923  4.325389  4434.346   0.7209   0.3695
--- comPhi_threeBodyPtOM_l2Eta_GEta_bigTheta_l1Eta       BDTG:  (        6,    12000)      -0.2227    0.0650121  4.609624  5022.776   0.7683   0.4186
--- comPhi_threeBodyPtOM_l2Eta_GEta_bigTheta_smallTheta_l1Eta       BDTG:  (        6,    12000)      -0.1737    0.0653394  4.384792  4499.089   0.7308   0.3749
--- threeBodyPtOM_l2Eta_GEta_bigTheta_smallTheta_l1Eta       BDTG:  (        6,    12000)      -0.1329    0.0654187  4.208732  4134.828   0.7015   0.3446
